video_id,video_path,label_id,label,display_label,category,modality,signer_id,take,enabled,fps,frames,duration
001_001,c:\Projects\signia-fsl-recognition\dynamic_raw\1\0.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,1,True,60.0,244,4.066666666666666
001_002,c:\Projects\signia-fsl-recognition\dynamic_raw\1\1.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,2,True,60.0,244,4.066666666666666
001_003,c:\Projects\signia-fsl-recognition\dynamic_raw\1\10.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,3,True,60.0,244,4.066666666666666
001_004,c:\Projects\signia-fsl-recognition\dynamic_raw\1\11.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,4,True,60.0,244,4.066666666666666
001_005,c:\Projects\signia-fsl-recognition\dynamic_raw\1\12.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,5,True,60.0,244,4.066666666666666
001_006,c:\Projects\signia-fsl-recognition\dynamic_raw\1\13.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,6,True,60.0,244,4.066666666666666
001_007,c:\Projects\signia-fsl-recognition\dynamic_raw\1\14.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,7,True,60.0,244,4.066666666666666
001_008,c:\Projects\signia-fsl-recognition\dynamic_raw\1\15.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,8,True,60.0,244,4.066666666666666
001_009,c:\Projects\signia-fsl-recognition\dynamic_raw\1\16.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,9,True,60.0,244,4.066666666666666
001_010,c:\Projects\signia-fsl-recognition\dynamic_raw\1\17.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,10,True,60.0,244,4.066666666666666
001_011,c:\Projects\signia-fsl-recognition\dynamic_raw\1\18.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,11,True,60.0,244,4.066666666666666
001_012,c:\Projects\signia-fsl-recognition\dynamic_raw\1\19.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,12,True,60.0,244,4.066666666666666
001_013,c:\Projects\signia-fsl-recognition\dynamic_raw\1\2.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,13,True,60.0,244,4.066666666666666
001_014,c:\Projects\signia-fsl-recognition\dynamic_raw\1\20.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,14,True,60.0,244,4.066666666666666
001_015,c:\Projects\signia-fsl-recognition\dynamic_raw\1\3.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,15,True,60.0,244,4.066666666666666
001_016,c:\Projects\signia-fsl-recognition\dynamic_raw\1\4.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,16,True,60.0,244,4.066666666666666
001_017,c:\Projects\signia-fsl-recognition\dynamic_raw\1\5.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,17,True,60.0,244,4.066666666666666
001_018,c:\Projects\signia-fsl-recognition\dynamic_raw\1\6.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,18,True,60.0,244,4.066666666666666
001_019,c:\Projects\signia-fsl-recognition\dynamic_raw\1\7.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,19,True,60.0,244,4.066666666666666
001_020,c:\Projects\signia-fsl-recognition\dynamic_raw\1\8.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,20,True,60.0,244,4.066666666666666
001_021,c:\Projects\signia-fsl-recognition\dynamic_raw\1\9.MOV,1,GOOD AFTERNOON,Good Afternoon,GREETING,dynamic,unknown,21,True,60.0,244,4.066666666666666
002_001,c:\Projects\signia-fsl-recognition\dynamic_raw\2\0.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,1,True,60.0,244,4.066666666666666
002_002,c:\Projects\signia-fsl-recognition\dynamic_raw\2\1.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,2,True,60.0,244,4.066666666666666
002_003,c:\Projects\signia-fsl-recognition\dynamic_raw\2\10.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,3,True,60.0,244,4.066666666666666
002_004,c:\Projects\signia-fsl-recognition\dynamic_raw\2\11.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,4,True,60.0,244,4.066666666666666
002_005,c:\Projects\signia-fsl-recognition\dynamic_raw\2\12.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,5,True,60.0,244,4.066666666666666
002_006,c:\Projects\signia-fsl-recognition\dynamic_raw\2\13.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,6,True,60.0,244,4.066666666666666
002_007,c:\Projects\signia-fsl-recognition\dynamic_raw\2\14.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,7,True,60.0,244,4.066666666666666
002_008,c:\Projects\signia-fsl-recognition\dynamic_raw\2\15.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,8,True,60.0,244,4.066666666666666
002_009,c:\Projects\signia-fsl-recognition\dynamic_raw\2\16.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,9,True,60.0,244,4.066666666666666
002_010,c:\Projects\signia-fsl-recognition\dynamic_raw\2\17.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,10,True,60.0,244,4.066666666666666
002_011,c:\Projects\signia-fsl-recognition\dynamic_raw\2\18.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,11,True,60.0,244,4.066666666666666
002_012,c:\Projects\signia-fsl-recognition\dynamic_raw\2\19.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,12,True,60.0,244,4.066666666666666
002_013,c:\Projects\signia-fsl-recognition\dynamic_raw\2\2.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,13,True,60.0,244,4.066666666666666
002_014,c:\Projects\signia-fsl-recognition\dynamic_raw\2\20.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,14,True,60.0,244,4.066666666666666
002_015,c:\Projects\signia-fsl-recognition\dynamic_raw\2\21.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,15,True,60.0,244,4.066666666666666
002_016,c:\Projects\signia-fsl-recognition\dynamic_raw\2\3.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,16,True,60.0,244,4.066666666666666
002_017,c:\Projects\signia-fsl-recognition\dynamic_raw\2\4.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,17,True,60.0,244,4.066666666666666
002_018,c:\Projects\signia-fsl-recognition\dynamic_raw\2\5.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,18,True,60.0,244,4.066666666666666
002_019,c:\Projects\signia-fsl-recognition\dynamic_raw\2\6.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,19,True,60.0,244,4.066666666666666
002_020,c:\Projects\signia-fsl-recognition\dynamic_raw\2\7.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,20,True,60.0,244,4.066666666666666
002_021,c:\Projects\signia-fsl-recognition\dynamic_raw\2\8.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,21,True,60.0,244,4.066666666666666
002_022,c:\Projects\signia-fsl-recognition\dynamic_raw\2\9.MOV,2,GOOD EVENING,Good Evening,GREETING,dynamic,unknown,22,True,60.0,244,4.066666666666666
003_001,c:\Projects\signia-fsl-recognition\dynamic_raw\3\0.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,1,True,60.0,244,4.066666666666666
003_002,c:\Projects\signia-fsl-recognition\dynamic_raw\3\1.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,2,True,60.0,244,4.066666666666666
003_003,c:\Projects\signia-fsl-recognition\dynamic_raw\3\10.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,3,True,60.0,244,4.066666666666666
003_004,c:\Projects\signia-fsl-recognition\dynamic_raw\3\11.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,4,True,60.0,244,4.066666666666666
003_005,c:\Projects\signia-fsl-recognition\dynamic_raw\3\12.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,5,True,60.0,244,4.066666666666666
003_006,c:\Projects\signia-fsl-recognition\dynamic_raw\3\13.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,6,True,60.0,244,4.066666666666666
003_007,c:\Projects\signia-fsl-recognition\dynamic_raw\3\14.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,7,True,60.0,244,4.066666666666666
003_008,c:\Projects\signia-fsl-recognition\dynamic_raw\3\15.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,8,True,60.0,244,4.066666666666666
003_009,c:\Projects\signia-fsl-recognition\dynamic_raw\3\16.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,9,True,60.0,244,4.066666666666666
003_010,c:\Projects\signia-fsl-recognition\dynamic_raw\3\17.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,10,True,60.0,244,4.066666666666666
003_011,c:\Projects\signia-fsl-recognition\dynamic_raw\3\18.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,11,True,60.0,244,4.066666666666666
003_012,c:\Projects\signia-fsl-recognition\dynamic_raw\3\19.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,12,True,60.0,243,4.05
003_013,c:\Projects\signia-fsl-recognition\dynamic_raw\3\2.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,13,True,60.0,244,4.066666666666666
003_014,c:\Projects\signia-fsl-recognition\dynamic_raw\3\3.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,14,True,60.0,244,4.066666666666666
003_015,c:\Projects\signia-fsl-recognition\dynamic_raw\3\4.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,15,True,60.0,244,4.066666666666666
003_016,c:\Projects\signia-fsl-recognition\dynamic_raw\3\5.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,16,True,60.0,244,4.066666666666666
003_017,c:\Projects\signia-fsl-recognition\dynamic_raw\3\6.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,17,True,60.0,244,4.066666666666666
003_018,c:\Projects\signia-fsl-recognition\dynamic_raw\3\7.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,18,True,60.0,244,4.066666666666666
003_019,c:\Projects\signia-fsl-recognition\dynamic_raw\3\8.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,19,True,60.0,244,4.066666666666666
003_020,c:\Projects\signia-fsl-recognition\dynamic_raw\3\9.MOV,3,HELLO,Hello,GREETING,dynamic,unknown,20,True,60.0,244,4.066666666666666
004_001,c:\Projects\signia-fsl-recognition\dynamic_raw\4\0.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,1,True,60.0,244,4.066666666666666
004_002,c:\Projects\signia-fsl-recognition\dynamic_raw\4\1.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,2,True,60.0,243,4.05
004_003,c:\Projects\signia-fsl-recognition\dynamic_raw\4\10.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,3,True,60.0,244,4.066666666666666
004_004,c:\Projects\signia-fsl-recognition\dynamic_raw\4\11.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,4,True,60.0,244,4.066666666666666
004_005,c:\Projects\signia-fsl-recognition\dynamic_raw\4\12.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,5,True,60.0,244,4.066666666666666
004_006,c:\Projects\signia-fsl-recognition\dynamic_raw\4\13.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,6,True,60.0,243,4.05
004_007,c:\Projects\signia-fsl-recognition\dynamic_raw\4\14.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,7,True,60.0,243,4.05
004_008,c:\Projects\signia-fsl-recognition\dynamic_raw\4\15.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,8,True,60.0,243,4.05
004_009,c:\Projects\signia-fsl-recognition\dynamic_raw\4\16.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,9,True,60.0,243,4.05
004_010,c:\Projects\signia-fsl-recognition\dynamic_raw\4\17.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,10,True,60.0,243,4.05
004_011,c:\Projects\signia-fsl-recognition\dynamic_raw\4\18.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,11,True,60.0,243,4.05
004_012,c:\Projects\signia-fsl-recognition\dynamic_raw\4\19.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,12,True,60.0,243,4.05
004_013,c:\Projects\signia-fsl-recognition\dynamic_raw\4\2.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,13,True,60.0,243,4.05
004_014,c:\Projects\signia-fsl-recognition\dynamic_raw\4\20.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,14,True,60.0,243,4.05
004_015,c:\Projects\signia-fsl-recognition\dynamic_raw\4\3.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,15,True,60.0,243,4.05
004_016,c:\Projects\signia-fsl-recognition\dynamic_raw\4\4.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,16,True,60.0,243,4.05
004_017,c:\Projects\signia-fsl-recognition\dynamic_raw\4\5.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,17,True,60.0,244,4.066666666666666
004_018,c:\Projects\signia-fsl-recognition\dynamic_raw\4\6.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,18,True,60.0,244,4.066666666666666
004_019,c:\Projects\signia-fsl-recognition\dynamic_raw\4\7.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,19,True,60.0,244,4.066666666666666
004_020,c:\Projects\signia-fsl-recognition\dynamic_raw\4\8.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,20,True,60.0,244,4.066666666666666
004_021,c:\Projects\signia-fsl-recognition\dynamic_raw\4\9.MOV,4,HOW ARE YOU,How Are You,GREETING,dynamic,unknown,21,True,60.0,244,4.066666666666666
005_001,c:\Projects\signia-fsl-recognition\dynamic_raw\5\0.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,1,True,60.0,243,4.05
005_002,c:\Projects\signia-fsl-recognition\dynamic_raw\5\1.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,2,True,60.0,243,4.05
005_003,c:\Projects\signia-fsl-recognition\dynamic_raw\5\10.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,3,True,60.0,243,4.05
005_004,c:\Projects\signia-fsl-recognition\dynamic_raw\5\11.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,4,True,60.0,243,4.05
005_005,c:\Projects\signia-fsl-recognition\dynamic_raw\5\12.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,5,True,60.0,243,4.05
005_006,c:\Projects\signia-fsl-recognition\dynamic_raw\5\13.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,6,True,60.0,243,4.05
005_007,c:\Projects\signia-fsl-recognition\dynamic_raw\5\14.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,7,True,60.0,243,4.05
005_008,c:\Projects\signia-fsl-recognition\dynamic_raw\5\15.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,8,True,60.0,243,4.05
005_009,c:\Projects\signia-fsl-recognition\dynamic_raw\5\16.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,9,True,60.0,243,4.05
005_010,c:\Projects\signia-fsl-recognition\dynamic_raw\5\17.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,10,True,60.0,243,4.05
005_011,c:\Projects\signia-fsl-recognition\dynamic_raw\5\18.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,11,True,60.0,243,4.05
005_012,c:\Projects\signia-fsl-recognition\dynamic_raw\5\19.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,12,True,60.0,243,4.05
005_013,c:\Projects\signia-fsl-recognition\dynamic_raw\5\2.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,13,True,60.0,243,4.05
005_014,c:\Projects\signia-fsl-recognition\dynamic_raw\5\3.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,14,True,60.0,243,4.05
005_015,c:\Projects\signia-fsl-recognition\dynamic_raw\5\4.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,15,True,60.0,243,4.05
005_016,c:\Projects\signia-fsl-recognition\dynamic_raw\5\5.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,16,True,60.0,243,4.05
005_017,c:\Projects\signia-fsl-recognition\dynamic_raw\5\6.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,17,True,60.0,243,4.05
005_018,c:\Projects\signia-fsl-recognition\dynamic_raw\5\7.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,18,True,60.0,243,4.05
005_019,c:\Projects\signia-fsl-recognition\dynamic_raw\5\8.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,19,True,60.0,243,4.05
005_020,c:\Projects\signia-fsl-recognition\dynamic_raw\5\9.MOV,5,IM FINE,I'm Fine,GREETING,dynamic,unknown,20,True,60.0,243,4.05
006_001,c:\Projects\signia-fsl-recognition\dynamic_raw\6\0.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,1,True,60.0,243,4.05
006_002,c:\Projects\signia-fsl-recognition\dynamic_raw\6\1.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,2,True,60.0,243,4.05
006_003,c:\Projects\signia-fsl-recognition\dynamic_raw\6\10.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,3,True,60.0,243,4.05
006_004,c:\Projects\signia-fsl-recognition\dynamic_raw\6\11.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,4,True,60.0,243,4.05
006_005,c:\Projects\signia-fsl-recognition\dynamic_raw\6\12.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,5,True,60.0,243,4.05
006_006,c:\Projects\signia-fsl-recognition\dynamic_raw\6\13.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,6,True,60.0,243,4.05
006_007,c:\Projects\signia-fsl-recognition\dynamic_raw\6\14.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,7,True,60.0,243,4.05
006_008,c:\Projects\signia-fsl-recognition\dynamic_raw\6\15.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,8,True,60.0,243,4.05
006_009,c:\Projects\signia-fsl-recognition\dynamic_raw\6\16.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,9,True,60.0,243,4.05
006_010,c:\Projects\signia-fsl-recognition\dynamic_raw\6\17.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,10,True,60.0,243,4.05
006_011,c:\Projects\signia-fsl-recognition\dynamic_raw\6\18.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,11,True,60.0,243,4.05
006_012,c:\Projects\signia-fsl-recognition\dynamic_raw\6\19.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,12,True,60.0,243,4.05
006_013,c:\Projects\signia-fsl-recognition\dynamic_raw\6\2.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,13,True,60.0,243,4.05
006_014,c:\Projects\signia-fsl-recognition\dynamic_raw\6\20.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,14,True,60.0,243,4.05
006_015,c:\Projects\signia-fsl-recognition\dynamic_raw\6\21.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,15,True,60.0,243,4.05
006_016,c:\Projects\signia-fsl-recognition\dynamic_raw\6\3.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,16,True,60.0,243,4.05
006_017,c:\Projects\signia-fsl-recognition\dynamic_raw\6\4.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,17,True,60.0,243,4.05
006_018,c:\Projects\signia-fsl-recognition\dynamic_raw\6\5.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,18,True,60.0,243,4.05
006_019,c:\Projects\signia-fsl-recognition\dynamic_raw\6\6.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,19,True,60.0,243,4.05
006_020,c:\Projects\signia-fsl-recognition\dynamic_raw\6\7.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,20,True,60.0,243,4.05
006_021,c:\Projects\signia-fsl-recognition\dynamic_raw\6\8.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,21,True,60.0,243,4.05
006_022,c:\Projects\signia-fsl-recognition\dynamic_raw\6\9.MOV,6,NICE TO MEET YOU,Nice To Meet You,GREETING,dynamic,unknown,22,True,60.0,243,4.05
007_001,c:\Projects\signia-fsl-recognition\dynamic_raw\7\0.MOV,7,THANK YOU,Thank You,GREETING,dynamic,unknown,1,True,60.0,243,4.05
007_002,c:\Projects\signia-fsl-recognition\dynamic_raw\7\1.MOV,7,THANK YOU,Thank You,GREETING,dynamic,unknown,2,True,60.0,243,4.05
007_003,c:\Projects\signia-fsl-recognition\dynamic_raw\7\10.MOV,7,THANK YOU,Thank You,GREETING,dynamic,unknown,3,True,60.0,243,4.05
007_004,c:\Projects\signia-fsl-recognition\dynamic_raw\7\11.MOV,7,THANK YOU,Thank You,GREETING,dynamic,unknown,4,True,60.0,243,4.05
007_005,c:\Projects\signia-fsl-recognition\dynamic_raw\7\12.MOV,7,THANK YOU,Thank You,GREETING,dynamic,unknown,5,True,60.0,243,4.05
007_006,c:\Projects\signia-fsl-recognition\dynamic_raw\7\13.MOV,7,THANK YOU,Thank You,GREETING,dynamic,unknown,6,True,60.0,243,4.05
007_007,c:\Projects\signia-fsl-recognition\dynamic_raw\7\14.MOV,7,THANK YOU,Thank You,GREETING,dynamic,unknown,7,True,60.0,243,4.05
007_008,c:\Projects\signia-fsl-recognition\dynamic_raw\7\15.MOV,7,THANK YOU,Thank You,GREETING,dynamic,unknown,8,True,60.0,243,4.05
007_009,c:\Projects\signia-fsl-recognition\dynamic_raw\7\16.MOV,7,THANK YOU,Thank You,GREETING,dynamic,unknown,9,True,60.0,243,4.05
007_010,c:\Projects\signia-fsl-recognition\dynamic_raw\7\17.MOV,7,THANK YOU,Thank You,GREETING,dynamic,unknown,10,True,60.0,242,4.033333333333333
007_011,c:\Projects\signia-fsl-recognition\dynamic_raw\7\18.MOV,7,THANK YOU,Thank You,GREETING,dynamic,unknown,11,True,60.0,242,4.033333333333333
007_012,c:\Projects\signia-fsl-recognition\dynamic_raw\7\19.MOV,7,THANK YOU,Thank You,GREETING,dynamic,unknown,12,True,60.0,242,4.033333333333333
007_013,c:\Projects\signia-fsl-recognition\dynamic_raw\7\2.MOV,7,THANK YOU,Thank You,GREETING,dynamic,unknown,13,True,60.0,243,4.05
007_014,c:\Projects\signia-fsl-recognition\dynamic_raw\7\3.MOV,7,THANK YOU,Thank You,GREETING,dynamic,unknown,14,True,60.0,243,4.05
007_015,c:\Projects\signia-fsl-recognition\dynamic_raw\7\4.MOV,7,THANK YOU,Thank You,GREETING,dynamic,unknown,15,True,60.0,243,4.05
007_016,c:\Projects\signia-fsl-recognition\dynamic_raw\7\5.MOV,7,THANK YOU,Thank You,GREETING,dynamic,unknown,16,True,60.0,243,4.05
